order_id,brand_id,time_slot_id,zone_id,orders_date,platform_id,gross_revenue,food_cost,packing_cost,platform_commission_pct,customer_delivery_paid,discount_applied,order_status,delivery_cost_brand
ORD-049342,2,6,1,2023-01-27,1,294.12,100.43,26.31,0.25,21.52,43.04,Delivered,25
ORD-049343,4,9,3,2023-12-16,1,201.76,79.04,17.99,0.25,39.67,17.94,Delivered,45
ORD-049344,3,7,1,2023-08-05,2,307.83,120.36,18.31,0.22,19.07,57.07,Delivered,25
ORD-049345,4,9,1,2024-03-25,1,306.1,102.79,15.74,0.25,20.91,67.05,Delivered,25
ORD-049346,5,5,2,2023-10-16,2,256.76,80.84,15.09,0.22,28.91,44.03,Delivered,35
ORD-049347,1,7,3,2024-03-06,2,286.72,112.85,16.21,0.22,39.8,35.95,Delivered,45
ORD-049348,3,3,1,2024-05-24,2,262.15,99.84,20.64,0.22,17.05,54.14,Delivered,25
ORD-049349,2,8,5,2023-08-21,1,410.39,148.2,24.79,0.25,62.34,39.88,Cancelled,90
ORD-049350,2,9,2,2024-06-27,1,322.25,112.62,23.59,0.25,34.08,40.71,Delivered,35
ORD-049351,4,5,2,2023-04-22,1,226.53,66.84,16.61,0.25,30.63,71.09,Delivered,35
ORD-049352,6,10,1,2024-01-17,2,166.95,45.64,12.36,0.22,21.56,36.55,Delivered,25
ORD-049353,4,10,2,2023-01-27,1,234.84,83.97,17.53,0.25,29.9,39.57,Delivered,35
ORD-049354,2,8,2,2023-06-03,1,390.2,129.31,27.28,0.25,32.75,66.92,Delivered,35
ORD-049355,4,3,1,2024-01-11,2,275.4,96.69,16.37,0.22,18.23,50.53,Delivered,25
ORD-049356,3,9,2,2023-02-05,1,329,130.56,19.07,0.25,28.46,57.01,Delivered,35
ORD-049357,3,7,2,2023-03-18,1,275.1,112.29,19.73,0.25,25.57,41.16,Delivered,35
ORD-049358,1,9,1,2023-07-17,3,247.84,106.59,17.19,0.05,22.19,10.98,Delivered,25
ORD-049359,5,7,4,2023-12-13,2,240.7,73.61,14.1,0.22,45.26,47,Delivered,70
ORD-049360,3,8,1,2023-01-14,3,288.41,136.96,22.8,0.05,18.09,3.07,Delivered,25
ORD-049361,5,1,1,2023-10-23,1,276.65,90.09,14.02,0.25,19.7,39.57,Delivered,25
ORD-049362,2,8,3,2024-01-07,1,249.17,88.64,18.39,0.25,43.49,27.58,Delivered,45
ORD-049363,1,9,4,2023-09-11,1,183.81,72.55,19.26,0.25,41.16,22.59,Delivered,70
ORD-049364,5,6,1,2023-02-22,1,215.92,70.66,15.35,0.25,20.77,29.97,Delivered,25
ORD-049365,5,6,5,2023-12-30,1,245.98,83.22,14.7,0.25,67.37,26.97,Delivered,90
ORD-049366,1,9,2,2023-12-27,1,234.11,88.04,17.74,0.25,28.61,38.47,Delivered,35
ORD-049367,4,8,1,2023-11-06,1,226.87,83.85,13.57,0.25,19.68,31.86,Cancelled,25
ORD-049368,2,9,3,2024-02-10,2,455.12,148.1,24.76,0.22,36.22,84.86,Delivered,45
ORD-049369,1,5,1,2023-05-31,1,132,50.61,19.65,0.25,21.95,19.53,Delivered,25
ORD-049370,3,6,1,2024-02-02,1,265.74,114.27,21.06,0.25,18.97,27.67,Delivered,25
ORD-049371,6,9,3,2023-04-28,1,149.84,44.93,10.82,0.25,43.34,21.46,Delivered,45
ORD-049372,3,4,2,2023-09-06,2,292.37,116.14,19.79,0.22,27.79,50.41,Delivered,35
ORD-049373,3,9,2,2023-02-22,2,238,93.68,21.13,0.22,27.33,42.84,Delivered,35
ORD-049374,2,8,2,2024-04-11,1,318.41,101.18,21.47,0.25,30.51,65.47,Delivered,35
ORD-049375,2,9,3,2023-11-21,2,416.43,138.07,26.91,0.22,36.65,71.25,Delivered,45
ORD-049376,2,9,1,2024-06-19,1,371.14,127.64,21.27,0.25,22.25,52.05,Delivered,25
ORD-049377,2,10,5,2024-06-08,2,239.37,82.78,20.7,0.22,60.71,32.43,Delivered,90
ORD-049378,1,6,1,2024-06-30,1,209.34,80.77,17.26,0.25,21.74,29.85,Delivered,25
ORD-049379,4,9,4,2023-03-18,2,264.27,88.86,17.95,0.22,50.01,57.62,Delivered,70
ORD-049380,2,6,1,2023-12-27,3,338.18,129.3,20.56,0.05,19.87,14.92,Delivered,25
ORD-049381,1,7,1,2023-09-14,1,178.75,69.21,16.51,0.25,16.63,24.94,Delivered,25
ORD-049382,3,8,5,2023-11-18,2,222.3,93.13,22.21,0.22,67.76,28.28,Delivered,90
ORD-049383,6,6,1,2023-07-27,1,118.16,35.29,11.2,0.25,21.72,17.32,Delivered,25
ORD-049384,4,5,3,2023-02-06,2,257.14,96.01,18.09,0.22,42.59,33.86,Delivered,45
ORD-049385,2,8,1,2024-02-17,1,436.14,160.16,22.22,0.25,18.01,35.74,Delivered,25
ORD-049386,2,8,1,2024-06-17,2,393.92,125.08,19.64,0.22,19.97,81.23,Delivered,25
ORD-049387,5,9,1,2023-11-18,1,220.15,69.54,15.18,0.25,19.54,37.14,Delivered,25
ORD-049388,1,8,2,2023-08-07,2,189.21,72.46,16.76,0.22,31.91,28.18,Delivered,35
ORD-049389,2,8,4,2024-06-06,2,340.4,111,22.68,0.22,38.27,62.89,Delivered,70
ORD-049390,2,6,2,2023-08-23,3,301.23,116.45,20.89,0.05,31.52,10.11,Delivered,35
ORD-049391,3,9,1,2024-05-27,1,277.82,109.59,20.03,0.25,17.44,49.5,Delivered,25
ORD-049392,3,9,1,2024-04-28,1,342.64,149.64,21.34,0.25,20.51,30.88,Delivered,25
ORD-049393,3,5,4,2023-11-16,2,217.99,87.77,22.07,0.22,48.83,35.14,Delivered,70
ORD-049394,1,6,3,2024-02-01,3,236.81,104.88,20.75,0.05,36.71,3.75,Delivered,45
ORD-049395,2,3,1,2024-02-13,1,286.57,104.41,20,0.25,17.74,25.54,Delivered,25
ORD-049396,2,3,1,2024-01-15,1,378.8,135.54,21.14,0.25,18.76,39.96,Delivered,25
ORD-049397,6,10,3,2023-04-27,1,142.55,44.98,11.91,0.25,39.77,14.03,Delivered,45
ORD-049398,4,9,2,2024-02-10,3,195.42,80.68,17.96,0.05,28.45,7.8,Delivered,35
ORD-049399,5,8,2,2023-01-03,3,301.08,112.6,15.16,0.05,32.11,4.76,Delivered,35
ORD-049400,4,8,3,2024-02-18,1,225.53,87.83,15.9,0.25,44.66,21.27,Delivered,45
ORD-049401,1,5,1,2023-12-01,2,244.9,87.54,18.34,0.22,20.54,50.36,Delivered,25
ORD-049402,3,5,4,2023-06-30,2,263.84,102.51,18.64,0.22,50,50.28,Delivered,70
ORD-049403,4,6,5,2024-04-05,2,249.43,85.78,16.08,0.22,67.26,49.94,Delivered,90
ORD-049404,3,6,2,2023-09-13,2,275.27,106.05,17.58,0.22,28.75,54.34,Delivered,35
ORD-049405,4,5,2,2023-10-25,2,227.48,83.32,20.93,0.22,30.99,33.71,Delivered,35
ORD-049406,6,5,3,2023-01-24,2,148.22,41.07,12.65,0.22,39.1,30.89,Delivered,45
ORD-049407,2,10,1,2023-09-11,2,346.51,109.37,25.51,0.22,19.31,73.08,Delivered,25
ORD-049408,6,8,3,2023-05-02,2,221.88,63.98,11.52,0.22,40.22,39.08,Delivered,45
ORD-049409,1,5,5,2023-07-09,1,276.62,107.39,20.18,0.25,60.95,37.97,Delivered,90
ORD-049410,6,8,2,2023-06-25,2,202.04,58.34,11.67,0.22,27.71,35.35,Delivered,35
ORD-049411,2,5,1,2023-02-05,2,376.75,121.89,21.87,0.22,21.04,72.02,Delivered,25
ORD-049412,4,9,2,2023-10-10,2,195.08,65.43,17.35,0.22,31.59,42.91,Delivered,35
ORD-049413,4,10,1,2023-11-12,2,206.36,67.01,16.06,0.22,18.31,50.52,Delivered,25
ORD-049414,4,5,2,2023-12-10,1,293.76,115.2,16.7,0.25,30.69,25.85,Delivered,35
ORD-049415,3,8,1,2023-10-11,1,266.84,112.62,15.97,0.25,18.64,32.21,Delivered,25
ORD-049416,2,6,3,2024-05-05,2,421.81,133.13,16.01,0.22,35.66,88.99,Cancelled,45
ORD-049417,4,9,3,2023-01-29,3,219.18,88.94,18.58,0.05,36.95,12.35,Delivered,45
ORD-049418,3,3,3,2023-12-31,1,286.51,114.52,20.28,0.25,40.05,47.92,Delivered,45
ORD-049419,2,8,3,2024-05-03,1,395.48,141.92,22.5,0.25,40.48,40.69,Delivered,45
ORD-049420,2,8,1,2023-02-01,2,244.8,81.04,23.05,0.22,19.53,42.2,Delivered,25
ORD-049421,2,9,2,2023-11-01,2,317.04,101.39,23.47,0.22,32.75,63.57,Delivered,35
ORD-049422,6,8,1,2023-12-20,2,171.45,52.74,12.95,0.22,20.26,20.75,Delivered,25
ORD-049423,4,7,1,2023-05-19,1,261.54,96.2,17.5,0.25,16.1,37.82,Delivered,25
ORD-049424,5,4,3,2023-06-25,1,257.19,80.39,12.9,0.25,39.48,45.64,Delivered,45
ORD-049425,1,9,2,2024-03-26,1,219.86,87.61,17.53,0.25,34,25.18,Delivered,35
ORD-049426,3,9,4,2023-12-08,1,310.36,136.74,20.24,0.25,50.18,25.48,Delivered,70
ORD-049427,2,7,2,2023-07-30,1,242.63,88.15,21.52,0.25,31.15,22.26,Delivered,35
ORD-049428,4,10,1,2024-03-18,1,294.63,107.98,18.13,0.25,21.43,43.51,Delivered,25
ORD-049429,5,1,5,2024-03-09,1,225.99,73.18,14.91,0.25,61.33,33.41,Delivered,90
ORD-049430,5,8,2,2023-08-15,1,238.01,73.78,16.33,0.25,24.92,43.84,Delivered,35
ORD-049431,5,7,5,2023-10-27,1,289.53,98.93,13.82,0.25,60.01,29.18,Cancelled,90
ORD-049432,3,9,5,2024-01-26,2,280.01,99.77,19.83,0.22,60.65,72.15,Delivered,90
ORD-049433,4,9,4,2023-08-14,1,243.9,94.31,17.43,0.25,52.31,24.57,Delivered,70
ORD-049434,3,8,1,2024-01-09,1,233.48,99.18,24.43,0.25,21.32,26.85,Delivered,25
ORD-049435,5,8,2,2023-06-25,1,252.36,79.63,14.03,0.25,31.07,42.82,Delivered,35
ORD-049436,3,9,2,2023-07-17,1,336.88,138.94,21.89,0.25,29.14,47.43,Cancelled,35
ORD-049437,4,10,2,2023-07-28,2,246.44,92.04,18.75,0.22,31.6,32.39,Delivered,35
ORD-049438,4,9,1,2024-06-05,3,254.56,105.99,18.5,0.05,17.5,8.08,Delivered,25
ORD-049439,5,5,1,2024-04-17,2,193.81,58.84,13.96,0.22,20.47,38.96,Delivered,25
ORD-049440,3,4,5,2023-12-07,1,358.4,151.33,20.89,0.25,62.38,43.13,Cancelled,90
ORD-049441,1,4,1,2023-12-06,1,221.31,84.96,17.27,0.25,20.13,32.5,Delivered,25
ORD-049442,6,10,1,2023-02-13,1,170.75,52.76,12.05,0.25,19.23,20.01,Cancelled,25
ORD-049443,3,9,1,2024-01-20,2,240.34,94.16,18.44,0.22,21.81,44.17,Delivered,25
ORD-049444,4,10,1,2023-08-06,2,317.42,113.11,21.29,0.22,21.63,54.37,Delivered,25
ORD-049445,3,9,3,2023-12-30,1,332.06,135.07,20.86,0.25,40.3,50.66,Delivered,45
ORD-049446,3,10,1,2024-04-20,1,340.62,147.14,19.37,0.25,19.31,34.08,Delivered,25
ORD-049447,6,9,1,2023-02-04,1,173.09,53.52,13.5,0.25,22.2,20.18,Delivered,25
ORD-049448,4,6,2,2023-12-28,2,235.79,82.5,18.02,0.22,26.65,43.92,Delivered,35
ORD-049449,2,6,1,2023-12-06,2,425.2,137.7,20.29,0.22,20.08,80.94,Delivered,25
ORD-049450,6,2,3,2023-05-30,2,147.97,43.87,11.89,0.22,38.76,22.63,Delivered,45
ORD-049451,6,9,2,2024-01-18,3,121.71,41.29,12.16,0.05,29.33,3.74,Delivered,35
ORD-049452,2,4,2,2023-12-01,3,353.05,137.21,22.53,0.05,31.96,10.02,Delivered,35
ORD-049453,6,10,4,2024-03-20,3,163.34,56.28,11.9,0.05,52.16,2.53,Cancelled,70
ORD-049454,3,6,2,2023-03-25,1,267.84,116.57,22.6,0.25,32.46,24.99,Delivered,35
ORD-049455,1,7,2,2023-10-02,2,229.05,72.62,18.84,0.22,31.07,67.68,Delivered,35
ORD-049456,6,8,4,2024-06-30,3,143.32,47.29,11.14,0.05,53.31,8.2,Delivered,70
ORD-049457,1,7,2,2024-02-08,2,289.85,111,15.43,0.22,30.96,43.18,Delivered,35
ORD-049458,4,10,2,2024-02-05,3,334.84,141.74,17.19,0.05,30.47,5.21,Delivered,35
ORD-049459,5,5,1,2023-07-31,2,180.8,57.58,16.87,0.22,20.56,29.28,Delivered,25
ORD-049460,5,6,1,2023-03-12,1,199.41,67.31,14.57,0.25,20.47,22.29,Delivered,25
ORD-049461,1,9,3,2024-06-11,2,203.09,74.61,19.05,0.22,49.05,37.3,Delivered,45
ORD-049462,3,9,3,2023-03-21,1,310.83,136.58,22.87,0.25,39.57,26.29,Delivered,45
ORD-049463,1,4,4,2024-06-28,3,222.99,96.12,16.35,0.05,48.96,9.38,Delivered,70
ORD-049464,2,2,4,2023-04-05,2,262.97,87.53,21.51,0.22,50.83,44.15,Delivered,70
ORD-049465,6,7,3,2023-05-05,1,172.5,54.75,10.16,0.25,36.05,16.07,Delivered,45
ORD-049466,5,2,1,2023-07-26,3,259.92,94.91,16.87,0.05,21.79,10.16,Delivered,25
ORD-049467,3,9,1,2023-11-10,1,322.15,127.66,20.43,0.25,16.99,56.19,Delivered,25
ORD-049468,5,8,3,2024-03-29,1,232.35,78.35,14.81,0.25,39.66,26.17,Delivered,45
ORD-049469,2,8,4,2024-06-19,3,419.56,166.03,21.36,0.05,52.31,4.48,Delivered,70
ORD-049470,5,5,1,2023-08-20,2,253.94,80.09,17.54,0.22,21.06,43.19,Delivered,25
ORD-049471,4,6,1,2023-01-18,1,258.04,92.99,19.48,0.25,19.9,41.79,Delivered,25
ORD-049472,4,8,3,2024-01-02,2,282.31,98.56,17.81,0.22,36.43,53.1,Delivered,45
ORD-049473,1,9,1,2024-02-19,1,184.83,70.49,17.74,0.25,21.84,28.18,Delivered,25
ORD-049474,3,4,3,2023-09-09,1,314.3,134.21,22.36,0.25,44.72,34.69,Delivered,45
ORD-049475,1,9,4,2023-05-14,1,232.01,93.33,21.28,0.25,50.4,24.62,Delivered,70
ORD-049476,1,5,1,2023-07-25,1,284.36,105.05,17.15,0.25,20.09,50.91,Cancelled,25
ORD-049477,2,4,5,2024-01-23,2,260.43,82.36,25.37,0.22,56.77,54.54,Delivered,90
ORD-049478,3,5,3,2023-10-30,2,231.08,95.34,21.92,0.22,41.3,32.46,Delivered,45
ORD-049479,4,5,4,2024-03-07,1,266.3,99.98,17.27,0.25,53.59,33.79,Delivered,70
ORD-049480,1,3,5,2023-06-06,1,227.42,91.79,17.6,0.25,58.89,23.45,Delivered,90
ORD-049481,1,9,2,2024-04-21,1,165.77,62.4,16.85,0.25,29.85,27.11,Delivered,35
ORD-049482,5,3,2,2023-04-23,3,225.54,84.02,16.07,0.05,34.12,4.43,Delivered,35
ORD-049483,1,5,3,2023-08-07,2,216.18,81.46,16.38,0.22,40.68,35.16,Delivered,45
ORD-049484,3,9,4,2023-12-22,2,244.69,96.81,19.18,0.22,50.45,43.01,Delivered,70
ORD-049485,1,3,1,2024-03-04,2,244.33,87.98,16.63,0.22,17.73,48.82,Cancelled,25
ORD-049486,3,5,2,2023-07-03,1,219.4,96.17,24.11,0.25,27.87,19.05,Delivered,35
ORD-049487,1,5,2,2024-06-10,2,211.02,77.4,19.12,0.22,28.14,39.02,Delivered,35
ORD-049488,4,9,2,2024-02-17,2,235.77,82.31,20.93,0.22,31.4,44.34,Delivered,35
ORD-049489,1,9,3,2023-06-05,2,233.04,83.65,15.56,0.22,39.26,47.15,Cancelled,45
ORD-049490,3,9,3,2024-02-27,1,286.13,117.84,20.25,0.25,42.32,40.64,Delivered,45
ORD-049491,3,7,1,2024-02-11,1,287.41,126.56,20.23,0.25,18.98,23.75,Delivered,25
ORD-049492,6,10,2,2024-03-12,2,203.51,61.16,9.31,0.22,30.17,28.77,Delivered,35
ORD-049493,3,9,3,2024-05-27,1,347.23,137.68,16.82,0.25,43.17,60.39,Delivered,45
ORD-049494,1,5,1,2024-02-19,1,209.47,77.49,18.43,0.25,19.4,37.27,Delivered,25
ORD-049495,3,9,4,2023-08-16,1,310.88,133.7,19.78,0.25,47.13,32.34,Delivered,70
ORD-049496,4,8,2,2024-03-29,1,328,120.26,18.25,0.25,35.52,48.32,Delivered,35
ORD-049497,3,9,3,2024-02-11,2,234.22,93.55,19.22,0.22,41.85,39.33,Delivered,45
ORD-049498,4,1,3,2023-12-12,1,324.2,117.91,18.62,0.25,43.62,49.98,Delivered,45
ORD-049499,1,9,2,2023-08-17,1,198.09,77.51,21.59,0.25,26.34,25.84,Delivered,35
ORD-049500,3,8,2,2024-05-30,2,259.91,102.33,21.23,0.22,32.63,46.72,Delivered,35
ORD-049501,2,9,1,2023-11-10,1,369.45,131.47,22.74,0.25,18.52,40.78,Delivered,25
ORD-049502,2,9,1,2024-01-08,2,355.64,116.16,26.14,0.22,19.41,65.24,Delivered,25
ORD-049503,4,5,3,2023-09-18,1,296.4,112.57,19.76,0.25,39.68,34.62,Delivered,45
ORD-049504,4,9,2,2024-03-25,2,255.65,82.43,21.33,0.22,31.28,63.95,Delivered,35
ORD-049505,3,2,3,2023-08-13,1,236.22,102.91,21.37,0.25,46.58,21.83,Delivered,45
ORD-049506,6,8,1,2024-04-08,2,151.73,44.02,12.56,0.22,22.66,25.97,Delivered,25
ORD-049507,2,5,2,2023-03-23,1,333.41,119.46,20.23,0.25,31.41,34.75,Delivered,35
ORD-049508,1,8,2,2024-02-18,1,221.72,87.87,15.58,0.25,28.68,26.45,Delivered,35
ORD-049509,5,7,3,2023-10-20,3,182.97,65.42,16.33,0.05,41.47,10.8,Delivered,45
ORD-049510,4,10,3,2024-02-13,1,206.29,78.72,16.59,0.25,42.73,23.21,Delivered,45
ORD-049511,3,3,4,2023-11-18,2,328.46,130.26,18.44,0.22,51.17,57.08,Delivered,70
ORD-049512,5,6,2,2023-04-11,1,194.19,67.17,16.35,0.25,33.65,17.43,Cancelled,35
ORD-049513,6,7,1,2023-10-20,1,160.73,49.05,10.98,0.25,20.73,20.58,Delivered,25
ORD-049514,2,5,4,2024-06-16,1,398.61,135.56,18.66,0.25,45.12,59.72,Delivered,70
ORD-049515,3,3,4,2024-03-13,3,270.93,126.6,18.52,0.05,47.46,7.17,Delivered,70
ORD-049516,3,5,2,2023-07-22,1,255.15,104.19,19.19,0.25,25.83,38.08,Delivered,35
ORD-049517,1,7,4,2024-06-09,2,265.74,104.08,18.36,0.22,54.08,34.46,Delivered,70
ORD-049518,2,1,3,2024-03-25,1,394.26,134.32,21.13,0.25,41.51,58.47,Delivered,45
ORD-049519,2,8,1,2023-08-23,2,423.72,146.57,18.82,0.22,20.22,57.3,Delivered,25
ORD-049520,2,3,2,2023-12-26,2,321.63,104.9,23.64,0.22,29.26,59.37,Delivered,35
ORD-049521,4,8,1,2023-09-24,1,281.34,100.52,19.9,0.25,20.14,47.58,Delivered,25
ORD-049522,3,6,2,2023-03-14,2,315.22,123.16,20.01,0.22,30.74,58.64,Delivered,35
ORD-049523,4,9,2,2024-04-06,2,287.11,107.52,18.41,0.22,27.24,37.06,Delivered,35
ORD-049524,3,6,1,2023-05-19,1,179.39,71.64,22.46,0.25,16.3,30.13,Delivered,25
ORD-049525,6,10,1,2023-10-09,2,153.11,44.35,12.57,0.22,18.94,26.4,Delivered,25
ORD-049526,3,6,4,2024-02-15,1,344.58,137.4,19.92,0.25,51.67,58.32,Delivered,70
ORD-049527,4,8,1,2024-06-04,3,279.72,114.01,17.96,0.05,21.65,14.58,Refunded,25
ORD-049528,2,9,1,2023-02-18,1,401.77,144.74,19.72,0.25,20.41,39.92,Delivered,25
ORD-049529,1,5,5,2023-09-07,1,175.84,69.66,18.08,0.25,65.06,21.05,Delivered,90
ORD-049530,5,1,4,2024-01-01,1,215.23,71.53,15.19,0.25,47.96,26.99,Delivered,70
ORD-049531,5,7,2,2024-03-25,2,200.87,47.66,15.31,0.22,31.07,75.46,Cancelled,35
ORD-049532,5,5,1,2024-05-30,1,201.69,68.09,18.59,0.25,20.2,22.51,Delivered,25
ORD-049533,4,5,1,2023-01-01,1,291.24,106.42,17.81,0.25,21.73,43.75,Delivered,25
ORD-049534,2,8,3,2024-01-08,1,324.49,116.32,21.67,0.25,41.11,33.68,Delivered,45
ORD-049535,3,6,3,2023-01-07,1,297.23,126.94,20.58,0.25,42.29,32.78,Delivered,45
ORD-049536,5,4,1,2024-03-27,2,227.47,73.2,17.41,0.22,19.7,34.84,Delivered,25
ORD-049537,3,9,1,2023-04-22,1,266.45,108.4,21.41,0.25,21.28,40.62,Delivered,25
ORD-049538,6,10,2,2024-05-17,3,179.98,62.04,14.23,0.05,30.07,2.73,Delivered,35
ORD-049539,3,8,1,2023-04-23,2,273.31,109.39,24.76,0.22,21.02,45.42,Delivered,25
ORD-049540,3,9,3,2024-03-18,2,303.72,127.12,17.48,0.22,40.87,38.88,Delivered,45
ORD-049541,6,10,2,2023-07-16,1,204.42,61.11,12.04,0.25,28.88,29.83,Delivered,35
ORD-049542,3,7,3,2023-12-02,2,293.29,118.76,18.16,0.22,39.92,45.88,Delivered,45
ORD-049543,6,8,3,2023-12-28,1,161.63,49.1,13.94,0.25,41.26,21.33,Delivered,45
ORD-049544,1,8,3,2023-05-30,3,244.11,106.17,17.24,0.05,40.59,8.17,Delivered,45
ORD-049545,3,10,1,2023-07-21,2,245.33,95.48,21.31,0.22,19.35,46.41,Delivered,25
ORD-049546,2,9,2,2023-03-22,2,288.28,92.38,24.3,0.22,27.91,57.33,Delivered,35
ORD-049547,2,9,4,2023-01-05,1,283.7,98.88,23.78,0.25,51.33,36.49,Delivered,70
ORD-049548,1,9,1,2023-06-18,3,221.45,96.6,18.56,0.05,21.02,6.78,Delivered,25
ORD-049549,2,6,1,2023-11-12,2,303.21,93.86,27.64,0.22,19.92,68.56,Delivered,25
ORD-049550,3,9,1,2024-02-21,1,326.67,130.24,20.62,0.25,20.63,55.34,Delivered,25
ORD-049551,4,6,2,2024-03-30,1,250.29,90.86,16.55,0.25,24.93,38.99,Delivered,35
ORD-049552,5,6,2,2023-02-24,3,286.11,103.12,17.56,0.05,28.77,14.75,Delivered,35
ORD-049553,2,3,3,2023-07-07,2,301.33,104.87,18.88,0.22,40.56,39.15,Delivered,45
ORD-049554,5,6,5,2024-03-21,1,227.8,73.61,17.51,0.25,51.31,34.09,Delivered,90
ORD-049555,1,9,2,2023-10-22,1,213.92,81.86,18.07,0.25,29.17,32.01,Delivered,35
ORD-049556,5,5,2,2023-05-13,1,238.52,81.3,12.52,0.25,31.29,24.58,Delivered,35
ORD-049557,3,7,4,2023-09-06,1,282.28,120.19,19.23,0.25,53.37,31.88,Delivered,70
ORD-049558,5,1,1,2023-07-05,3,248.98,91.84,16.62,0.05,19.97,7.29,Delivered,25
ORD-049559,2,10,5,2023-02-09,1,436.35,149.19,20.29,0.25,53.37,63.37,Delivered,90
ORD-049560,2,9,1,2024-03-18,1,350.8,127.31,25.03,0.25,17.68,32.53,Delivered,25
ORD-049561,1,9,2,2023-07-17,2,181.49,66.44,18.38,0.22,29.09,33.85,Delivered,35
ORD-049562,1,3,3,2024-06-09,2,215.48,81.97,17.27,0.22,38.17,33.32,Delivered,45
ORD-049563,5,4,2,2024-05-14,2,242.74,76.75,15.12,0.22,29.65,40.77,Delivered,35
ORD-049564,2,10,2,2024-02-22,2,410.92,130.73,22.02,0.22,28.95,84.1,Delivered,35
ORD-049565,3,6,3,2023-08-05,1,322.53,140.93,22.39,0.25,37.56,28.92,Delivered,45
ORD-049566,3,9,2,2023-07-11,2,269.42,104.16,20.62,0.22,28.32,52.41,Delivered,35
ORD-049567,4,9,1,2023-10-19,1,262.06,100.96,17.62,0.25,17.69,27.26,Cancelled,25
ORD-049568,1,9,2,2023-08-17,3,240.27,105.18,17.87,0.05,31.39,6.53,Delivered,35
ORD-049569,3,8,3,2024-05-20,2,263.21,106.09,19.99,0.22,42.67,42.19,Delivered,45
ORD-049570,4,5,2,2023-04-03,1,251.24,91.53,18.43,0.25,25.99,38.38,Delivered,35
ORD-049571,5,5,3,2024-02-26,1,232.58,76.59,13.54,0.25,37.61,31.03,Delivered,45
ORD-049572,1,9,1,2023-12-30,1,223.99,86.93,17.25,0.25,18.11,30.82,Delivered,25
ORD-049573,3,9,1,2024-04-06,1,293.67,122.53,19.09,0.25,15.9,38.4,Delivered,25
ORD-049574,3,9,1,2023-11-24,2,333.42,125.96,22.7,0.22,20.18,71,Delivered,25
ORD-049575,5,6,3,2024-01-09,2,218.9,65.57,12.76,0.22,44.06,46.34,Delivered,45
ORD-049576,3,8,2,2024-06-16,3,343.99,160.89,20.99,0.05,32.81,8.8,Cancelled,35
ORD-049577,1,8,4,2023-03-11,1,285.68,108.68,17.6,0.25,45.25,44.16,Delivered,70
ORD-049578,4,10,3,2023-03-20,1,313.58,119.99,18.32,0.25,43.18,34.53,Delivered,45
ORD-049579,4,9,1,2023-09-07,1,305.42,120.16,16,0.25,15.64,25.98,Delivered,25
ORD-049580,3,9,3,2023-10-18,1,309.38,132.4,12.33,0.25,42.01,33.55,Delivered,45
ORD-049581,3,6,1,2023-05-25,2,271.69,108.66,22.11,0.22,19.92,45.31,Delivered,25
ORD-049582,1,7,1,2023-03-06,2,224.26,85.74,19.59,0.22,21.03,33.72,Delivered,25
ORD-049583,3,6,1,2023-01-19,1,297.26,122.01,17.65,0.25,22.32,43.08,Delivered,25
ORD-049584,1,10,2,2024-03-18,1,266.04,109.25,17.74,0.25,30.6,23.27,Delivered,35
ORD-049585,3,10,3,2023-10-25,1,300.87,131.65,21.08,0.25,40.37,26.6,Delivered,45
ORD-049586,3,4,3,2024-04-22,1,306.67,133.43,16.43,0.25,39.61,28.69,Delivered,45
ORD-049587,6,8,2,2023-08-20,2,267.82,78,10.54,0.22,34.87,44.95,Delivered,35
ORD-049588,2,5,1,2024-02-15,1,338.04,118.55,17.7,0.25,19.89,41.66,Delivered,25
ORD-049589,1,6,4,2023-10-27,1,195.94,73.28,16.98,0.25,46.68,33.1,Cancelled,70
ORD-049590,4,1,2,2023-12-30,1,290.66,104.26,17.94,0.25,29.25,48.2,Cancelled,35
ORD-049591,2,3,2,2023-08-26,1,350.97,124.18,21.66,0.25,32.06,40.53,Delivered,35
ORD-049592,3,8,1,2023-03-05,1,307.73,126.54,19.24,0.25,20.52,44.1,Delivered,25
ORD-049593,1,8,1,2024-06-10,3,268.47,117.41,15.93,0.05,18.51,7.55,Delivered,25
ORD-049594,3,10,3,2024-04-18,1,264.88,105.7,20.9,0.25,40.43,44.67,Delivered,45
ORD-049595,3,9,1,2023-07-28,1,361.09,148.04,17.53,0.25,19.11,52.67,Delivered,25
ORD-049596,3,5,4,2024-06-15,2,265.26,110.43,24.2,0.22,45.11,35.2,Delivered,70
ORD-049597,3,8,2,2023-07-22,1,301.92,125.98,20.71,0.25,32.61,39.46,Cancelled,35
ORD-049598,1,5,4,2023-10-02,1,257.79,96.11,17.05,0.25,48.18,44.21,Delivered,70
ORD-049599,3,6,5,2024-03-13,3,341.63,159.74,17.54,0.05,59.78,8.84,Delivered,90
ORD-049600,5,7,2,2023-07-27,1,272.26,94.57,16.09,0.25,29.15,23.4,Delivered,35
ORD-049601,3,9,1,2023-08-04,1,272.78,109.68,20.36,0.25,20.14,44.28,Delivered,25
ORD-049602,2,9,3,2023-09-16,2,353.8,115.68,22.39,0.22,42.83,64.59,Delivered,45
ORD-049603,3,5,3,2023-10-15,2,323.93,134.76,21.68,0.22,40.83,43.19,Delivered,45
